AreaName,Females_Total,LastResidence,Males_Total,Persons_Business,Persons_Education,Persons_Marriage,Persons_MoveAfterBirth,Persons_MoveWithHH,Persons_Other,Persons_Total,Persons_Work,Males_Business,Males_Education,Males_Marriage,Males_MoveAfterBirth,Males_MoveWithHH,Males_Other,Males_Work,Females_Business,Females_Education,Females_Marriage,Females_MoveAfterBirth,Females_MoveWithHH,Females_Other,Females_Work
MEGHALAYA,9,Goa,10,0,1,1,1,5,4,19,7,0,1,0,0,2,3,4,0,0,1,1,3,1,3
MEGHALAYA,0,Lakshadweep,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MEGHALAYA,414,Kerala,396,8,59,67,25,272,198,810,181,7,43,10,14,85,117,120,1,16,57,11,187,81,61
MEGHALAYA,183,Tamil Nadu,160,5,24,45,10,144,52,343,63,4,21,7,5,49,28,46,1,3,38,5,95,24,17
MEGHALAYA,3,Puducherry,5,0,0,0,0,2,0,8,6,0,0,0,0,1,0,4,0,0,0,0,1,0,2
MEGHALAYA,1,Andaman & Nicobar Islands,2,0,0,1,0,1,0,3,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
MEGHALAYA,335,Other Countries,387,13,24,134,37,118,327,722,69,9,11,71,25,51,166,54,4,13,63,12,67,161,15
ASSAM,1596,Jammu & Kashmir,2235,28,23,186,40,412,2944,3831,198,26,17,10,24,184,1789,185,2,6,176,16,228,1155,13
ASSAM,726,Himachal Pradesh,1101,30,7,125,16,194,1339,1827,116,27,3,5,9,89,857,111,3,4,120,7,105,482,5
ASSAM,1803,Punjab,1814,438,29,938,86,949,637,3617,540,417,20,13,56,401,395,512,21,9,925,30,548,242,28
ASSAM,143,Chandigarh,115,12,2,32,7,133,36,258,36,9,1,0,5,51,19,30,3,1,32,2,82,17,6
ASSAM,462,Uttarakhand,732,35,27,138,25,319,357,1194,293,32,13,3,11,125,276,272,3,14,135,14,194,81,21
ASSAM,1508,Haryana,1717,578,50,761,87,736,576,3225,437,562,33,14,46,281,363,418,16,17,747,41,455,213,19
ASSAM,1619,NCT of Delhi,1421,126,57,616,137,1052,564,3040,488,118,42,16,78,442,292,433,8,15,600,59,610,272,55
ASSAM,12499,Rajasthan,15279,6437,250,6863,974,5871,4425,27778,2958,6185,182,60,612,2608,2772,2860,252,68,6803,362,3263,1653,98
ASSAM,16953,Uttar Pradesh,18488,4392,210,10603,492,7265,5804,35441,6675,4186,151,174,311,3469,3820,6377,206,59,10429,181,3796,1984,298
ASSAM,58441,Bihar,89301,25968,889,34203,2347,27651,23375,147742,33309,25108,721,578,1454,12915,16317,32208,860,168,33625,893,14736,7058,1101
ASSAM,563,Sikkim,514,20,16,288,16,380,196,1077,161,17,6,16,10,197,126,142,3,10,272,6,183,70,19
ASSAM,12019,Arunachal Pradesh,7467,343,648,6450,394,6600,3351,19486,1700,306,318,88,222,3256,1840,1437,37,330,6362,172,3344,1511,263
ASSAM,13546,Nagaland,10161,700,556,6138,573,9195,4363,23707,2182,619,294,167,338,4452,2425,1866,81,262,5971,235,4743,1938,316
ASSAM,7170,Manipur,5033,530,399,3567,165,3881,1951,12203,1710,460,206,99,98,1796,1037,1337,70,193,3468,67,2085,914,373
ASSAM,1735,Mizoram,1422,64,132,778,38,973,645,3157,527,51,69,34,26,454,393,395,13,63,744,12,519,252,132
ASSAM,24611,Tripura,15295,3199,283,18046,340,7656,5434,39906,4948,3027,169,347,215,3714,3239,4584,172,114,17699,125,3942,2195,364
ASSAM,24678,Meghalaya,16077,1010,549,18958,638,8775,6019,40755,4806,857,290,2780,378,4374,3287,4111,153,259,16178,260,4401,2732,695
ASSAM,61054,West Bengal,33670,7230,361,45433,2037,15636,12790,94724,11237,6841,243,831,1200,7622,6808,10125,389,118,44602,837,8014,5982,1112
ASSAM,5457,Jharkhand,5682,259,79,2738,132,2485,2087,11139,3359,236,51,143,79,1276,1323,2574,23,28,2595,53,1209,764,785
ASSAM,2413,Odisha,2740,200,42,1169,67,1129,926,5153,1620,185,33,30,36,476,564,1416,15,9,1139,31,653,362,204
ASSAM,568,Chhattisgarh,594,8,5,240,23,309,175,1162,402,7,2,8,13,151,115,298,1,3,232,10,158,60,104
ASSAM,1335,Madhya Pradesh,1143,69,41,723,42,562,500,2478,541,61,28,21,27,256,303,447,8,13,702,15,306,197,94
ASSAM,591,Gujarat,680,37,18,193,44,402,274,1271,303,34,12,4,25,146,178,281,3,6,189,19,256,96,22
ASSAM,2,Daman & Diu,1,0,0,1,0,0,2,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
ASSAM,9,Dadra & Nagar Haveli,11,0,1,7,0,3,8,20,1,0,1,0,0,2,7,1,0,0,7,0,1,1,0
ASSAM,1322,Maharashtra,1235,99,55,551,80,780,490,2557,502,89,44,6,38,301,297,460,10,11,545,42,479,193,42
ASSAM,2539,Andhra Pradesh,2193,114,100,1358,103,985,734,4732,1338,102,79,29,59,342,417,1165,12,21,1329,44,643,317,173
ASSAM,503,Karnataka,488,29,24,170,22,293,261,991,192,25,15,4,16,118,159,151,4,9,166,6,175,102,41
ASSAM,28,Goa,24,2,0,15,2,12,13,52,8,2,0,1,2,6,6,7,0,0,14,0,6,7,1
ASSAM,187,Lakshadweep,236,1,1,18,2,38,357,423,6,1,0,1,1,15,213,5,0,1,17,1,23,144,1
ASSAM,687,Kerala,750,63,34,155,14,257,335,1437,579,61,16,6,6,88,207,366,2,18,149,8,169,128,213
ASSAM,526,Tamil Nadu,667,50,17,181,22,331,229,1193,363,42,13,6,12,111,161,322,8,4,175,10,220,68,41
ASSAM,14,Puducherry,13,2,2,6,1,8,3,27,5,2,2,0,0,2,2,5,0,0,6,1,6,1,0
ASSAM,53,Andaman & Nicobar Islands,40,2,1,31,0,25,11,93,23,2,0,1,0,9,8,20,0,1,30,0,16,3,3
ASSAM,13223,Other Countries,8723,427,143,7388,491,2887,9577,21946,1033,387,87,105,311,1465,5477,891,40,56,7283,180,1422,4100,142
WEST BENGAL,2669,Jammu & Kashmir,3177,158,64,638,235,1603,2648,5846,500,139,52,39,130,652,1725,440,19,12,599,105,951,923,60
WEST BENGAL,1440,Himachal Pradesh,1471,41,47,408,104,748,1289,2911,274,31,34,20,54,318,769,245,10,13,388,50,430,520,29
WEST BENGAL,8914,Punjab,9240,1088,164,3535,921,5462,4205,18154,2779,978,99,126,559,2534,2378,2566,110,65,3409,362,2928,1827,213
WEST BENGAL,441,Chandigarh,428,12,17,141,50,368,175,869,106,11,10,5,33,172,103,94,1,7,136,17,196,72,12
WEST BENGAL,1909,Uttarakhand,1690,59,63,628,145,1363,779,3599,562,49,34,20,80,577,427,503,10,29,608,65,786,352,59
WEST BENGAL,5251,Haryana,6008,1138,135,2010,470,3622,2309,11259,1575,1078,86,59,294,1636,1372,1483,60,49,1951,176,1986,937,92
WEST BENGAL,8088,NCT of Delhi,7727,347,161,2710,1083,5573,3842,15815,2099,300,82,168,595,2539,2236,1807,47,79,2542,488,3034,1606,292
WEST BENGAL,27783,Rajasthan,29885,5747,780,12024,2668,17124,11863,57668,7462,5398,641,262,1734,7979,6814,7057,349,139,11762,934,9145,5049,405
WEST BENGAL,110629,Uttar Pradesh,128190,10558,2336,54635,9378,60090,46658,238819,55164,9709,1721,2087,5982,28652,27539,52500,849,615,52548,3396,31438,19119,2664
WEST BENGAL,525291,Bihar,578466,45824,8642,291077,35658,255299,197901,1103757,269356,42253,6865,8965,22794,123900,120541,253148,3571,1777,282112,12864,131399,77360,16208
WEST BENGAL,8542,Sikkim,2995,154,467,6242,233,1688,1995,11537,758,122,275,113,132,776,965,612,32,192,6129,101,912,1030,146
WEST BENGAL,1232,Arunachal Pradesh,1090,38,106,344,103,934,553,2322,244,29,51,5,58,426,310,211,9,55,339,45,508,243,33
WEST BENGAL,1560,Nagaland,1610,76,81,535,126,1226,628,3170,498,58,47,13,71,581,390,450,18,34,522,55,645,238,48
WEST BENGAL,1421,Manipur,1230,65,91,319,55,1065,752,2651,304,55,41,9,34,454,402,235,10,50,310,21,611,350,69
WEST BENGAL,308,Mizoram,236,1,69,58,15,177,138,544,86,1,40,2,1,78,70,44,0,29,56,14,99,68,42
WEST BENGAL,9986,Tripura,10511,764,539,3797,387,7469,4660,20497,2881,663,371,126,247,3742,2809,2553,101,168,3671,140,3727,1851,328
WEST BENGAL,3929,Meghalaya,3071,145,163,1488,197,2594,1602,7000,811,117,102,32,121,1177,860,662,28,61,1456,76,1417,742,149
WEST BENGAL,97497,Assam,68903,4723,1681,55572,4803,52284,30857,166400,16480,4256,1165,1385,2963,27442,17282,14410,467,516,54187,1840,24842,13575,2070
WEST BENGAL,333248,Jharkhand,126188,6270,2995,261298,11621,61924,58094,459436,57234,5372,2089,7819,6973,28436,27125,48374,898,906,253479,4648,33488,30969,8860
WEST BENGAL,81745,Odisha,60434,3180,1041,54960,3694,25456,21951,142179,31897,2824,745,1795,2213,11194,12233,29430,356,296,53165,1481,14262,9718,2467
WEST BENGAL,4564,Chhattisgarh,3507,113,89,2063,379,2312,1484,8071,1631,97,63,66,237,986,716,1342,16,26,1997,142,1326,768,289
WEST BENGAL,8817,Madhya Pradesh,6998,364,218,3791,696,5180,3402,15815,2164,309,134,102,395,2380,1773,1905,55,84,3689,301,2800,1629,259
WEST BENGAL,7511,Gujarat,7052,1095,123,2706,848,4563,3420,14563,1808,931,76,72,490,2052,1817,1614,164,47,2634,358,2511,1603,194
WEST BENGAL,10,Daman & Diu,12,1,0,7,0,7,3,22,4,0,0,1,0,4,3,4,1,0,6,0,3,0,0
WEST BENGAL,222,Dadra & Nagar Haveli,181,2,22,87,24,74,175,403,19,2,16,3,16,39,89,16,0,6,84,8,35,86,3
WEST BENGAL,14608,Maharashtra,13040,837,299,5170,1990,8914,6670,27648,3768,703,187,160,1079,3815,3718,3378,134,112,5010,911,5099,2952,390
WEST BENGAL,9091,Andhra Pradesh,7616,228,138,3973,949,4712,3325,16707,3382,184,96,96,541,1905,1719,3075,44,42,3877,408,2807,1606,307
WEST BENGAL,2862,Karnataka,2674,95,101,844,345,1893,1267,5536,991,86,65,28,216,782,690,807,9,36,816,129,1111,577,184
WEST BENGAL,244,Goa,240,6,7,75,39,154,139,484,64,4,4,1,19,82,73,57,2,3,74,20,72,66,7
WEST BENGAL,130,Lakshadweep,181,0,0,25,6,39,229,311,12,0,0,0,4,25,142,10,0,0,25,2,14,87,2
WEST BENGAL,3540,Kerala,3609,120,189,945,269,1767,1917,7149,1942,95,125,46,137,679,980,1547,25,64,899,132,1088,937,395
WEST BENGAL,3870,Tamil Nadu,4062,195,171,1162,366,2319,2027,7932,1692,159,129,40,208,902,1123,1501,36,42,1122,158,1417,904,191
WEST BENGAL,150,Puducherry,101,6,2,86,21,54,53,251,29,6,2,2,11,28,27,25,0,0,84,10,26,26,4
WEST BENGAL,951,Andaman & Nicobar Islands,769,22,36,319,103,663,380,1720,197,17,23,9,50,289,217,164,5,13,310,53,374,163,33
WEST BENGAL,32590,Other Countries,18577,689,334,20065,4346,8738,13749,51167,3246,571,231,471,2587,4427,7471,2819,118,103,19594,1759,4311,6278,427
JHARKHAND,837,Jammu & Kashmir,840,16,27,285,38,569,489,1677,253,14,19,14,25,220,313,235,2,8,271,13,349,176,18
JHARKHAND,737,Himachal Pradesh,608,7,12,284,28,523,250,1345,241,5,9,7,20,208,150,209,2,3,277,8,315,100,32
JHARKHAND,5279,Punjab,5108,191,88,2581,301,3272,1313,10387,2641,170,56,46,190,1272,872,2502,21,32,2535,111,2000,441,139
JHARKHAND,121,Chandigarh,123,6,0,48,12,87,38,244,53,6,0,4,7,30,26,50,0,0,44,5,57,12,3
JHARKHAND,794,Uttarakhand,602,11,35,338,35,531,175,1396,271,9,19,9,20,191,102,252,2,16,329,15,340,73,19
JHARKHAND,1845,Haryana,1884,118,53,796,99,1337,466,3729,860,114,31,28,62,542,298,809,4,22,768,37,795,168,51
JHARKHAND,3822,NCT of Delhi,3821,77,191,1636,385,2367,1386,7643,1601,51,136,67,221,988,924,1434,26,55,1569,164,1379,462,167
JHARKHAND,5204,Rajasthan,5036,536,115,2758,225,3145,1152,10240,2309,498,95,78,151,1318,720,2176,38,20,2680,74,1827,432,133
JHARKHAND,63612,Uttar Pradesh,44112,1252,1163,39939,2637,27289,10784,107724,24660,1031,811,1065,1643,10396,5919,23247,221,352,38874,994,16893,4865,1413
JHARKHAND,803314,Bihar,532734,13907,15753,518738,27251,341973,125998,1336048,292428,11467,11885,13944,16994,135338,68298,274808,2440,3868,504794,10257,206635,57700,17620
JHARKHAND,66,Sikkim,59,2,8,32,1,40,10,125,32,2,5,1,1,15,7,28,0,3,31,0,25,3,4
JHARKHAND,106,Arunachal Pradesh,79,4,5,35,2,81,23,185,35,4,2,0,1,26,15,31,0,3,35,1,55,8,4
JHARKHAND,116,Nagaland,82,0,4,60,2,68,21,198,43,0,4,1,1,28,11,37,0,0,59,1,40,10,6
JHARKHAND,121,Manipur,251,2,25,53,2,55,43,372,192,2,24,1,1,22,22,179,0,1,52,1,33,21,13
JHARKHAND,75,Mizoram,59,0,7,49,2,48,16,134,12,0,6,3,2,28,9,11,0,1,46,0,20,7,1
JHARKHAND,213,Tripura,195,1,21,119,7,99,57,408,104,0,18,4,5,39,33,96,1,3,115,2,60,24,8
JHARKHAND,161,Meghalaya,168,2,7,50,5,164,25,329,76,1,5,1,4,74,15,68,1,2,49,1,90,10,8
JHARKHAND,3157,Assam,1783,32,127,1909,87,1359,545,4940,881,27,90,37,41,518,300,770,5,37,1872,46,841,245,111
JHARKHAND,388600,West Bengal,106009,2938,2015,321767,11448,63014,38703,494609,54724,1971,1299,8034,6755,23710,15952,48288,967,716,313733,4693,39304,22751,6436
JHARKHAND,97756,Odisha,28564,524,722,78233,2492,17989,8684,126320,17676,343,383,1064,1405,6216,3912,15241,181,339,77169,1087,11773,4772,2435
JHARKHAND,34372,Chhattisgarh,8378,130,253,27695,739,5290,3284,42750,5359,67,151,474,436,1837,1252,4161,63,102,27221,303,3453,2032,1198
JHARKHAND,7081,Madhya Pradesh,3804,78,186,4401,279,2852,1114,10885,1975,55,124,61,156,1054,607,1747,23,62,4340,123,1798,507,228
JHARKHAND,2712,Gujarat,2556,121,63,1435,244,1399,821,5268,1185,105,49,33,143,538,594,1094,16,14,1402,101,861,227,91
JHARKHAND,3,Daman & Diu,2,0,2,0,0,1,1,5,1,0,0,0,0,0,1,1,0,2,0,0,1,0,0
JHARKHAND,12,Dadra & Nagar Haveli,4,0,0,12,0,0,2,16,2,0,0,0,0,0,2,2,0,0,12,0,0,0,0
JHARKHAND,4659,Maharashtra,5068,81,164,2225,335,2755,2018,9727,2149,66,125,47,188,1123,1542,1977,15,39,2178,147,1632,476,172
JHARKHAND,4681,Andhra Pradesh,3980,47,137,2114,466,2786,989,8661,2122,27,101,31,262,990,608,1961,20,36,2083,204,1796,381,161
JHARKHAND,1078,Karnataka,1081,16,119,410,70,640,415,2159,489,14,89,5,41,236,277,419,2,30,405,29,404,138,70
JHARKHAND,121,Goa,153,1,8,61,8,63,67,274,66,1,6,2,6,33,53,52,0,2,59,2,30,14,14
JHARKHAND,49,Lakshadweep,48,0,1,23,2,9,59,97,3,0,0,0,2,8,35,3,0,1,23,0,1,24,0
JHARKHAND,2246,Kerala,1659,26,130,731,134,929,531,3905,1424,21,56,21,77,335,193,956,5,74,710,57,594,338,468
JHARKHAND,1653,Tamil Nadu,1720,27,83,674,117,1000,426,3373,1046,22,65,17,61,362,267,926,5,18,657,56,638,159,120
JHARKHAND,43,Puducherry,40,1,3,26,3,19,15,83,16,1,3,1,3,5,12,15,0,0,25,0,14,3,1
JHARKHAND,148,Andaman & Nicobar Islands,117,1,17,48,2,98,58,265,41,0,6,1,2,45,32,31,1,11,47,0,53,26,10
JHARKHAND,14533,Other Countries,4573,93,197,11655,485,2489,2574,19106,1613,68,125,292,289,1107,1283,1409,25,72,11363,196,1382,1291,204
ODISHA,3053,Jammu & Kashmir,5224,45,43,383,69,718,6612,8277,407,37,32,15,37,334,4396,373,8,11,368,32,384,2216,34
ODISHA,429,Himachal Pradesh,613,24,29,107,14,205,511,1042,152,22,19,5,8,76,343,140,2,10,102,6,129,168,12
ODISHA,3213,Punjab,3619,590,92,1144,205,2344,1270,6832,1187,555,61,26,121,908,826,1122,35,31,1118,84,1436,444,65
ODISHA,133,Chandigarh,158,4,10,26,15,122,50,291,64,4,2,1,9,51,31,60,0,8,25,6,71,19,4
ODISHA,367,Uttarakhand,564,30,39,90,20,303,194,931,255,30,29,4,11,104,153,233,0,10,86,9,199,41,22
ODISHA,2228,Haryana,2978,820,58,836,105,1644,1064,5206,679,765,43,23,73,675,764,635,55,15,813,32,969,300,44
ODISHA,3389,NCT of Delhi,4617,265,249,749,291,2675,2056,8006,1721,237,143,47,168,1032,1439,1551,28,106,702,123,1643,617,170
ODISHA,5411,Rajasthan,6792,1921,246,2128,291,3750,2160,12203,1707,1824,182,68,184,1523,1407,1604,97,64,2060,107,2227,753,103
ODISHA,14425,Uttar Pradesh,18638,3377,987,5389,689,10493,5052,33063,7076,3186,775,319,419,3965,3268,6706,191,212,5070,270,6528,1784,370
ODISHA,55024,Bihar,64207,14047,3575,24915,2672,33266,15655,119231,25101,13248,2783,762,1568,12830,9044,23972,799,792,24153,1104,20436,6611,1129
ODISHA,57,Sikkim,86,1,15,8,2,42,35,143,40,1,4,0,1,17,29,34,0,11,8,1,25,6,6
ODISHA,324,Arunachal Pradesh,257,2,43,112,36,200,140,581,48,2,13,4,18,93,83,44,0,30,108,18,107,57,4
ODISHA,207,Nagaland,279,2,44,31,14,174,116,486,105,2,18,2,6,75,77,99,0,26,29,8,99,39,6
ODISHA,95,Manipur,239,4,38,29,3,65,88,334,107,4,25,1,3,33,71,102,0,13,28,0,32,17,5
ODISHA,22,Mizoram,30,0,7,2,0,12,13,52,18,0,3,0,0,5,6,16,0,4,2,0,7,7,2
ODISHA,156,Tripura,309,28,71,42,2,83,64,465,175,27,43,0,2,31,35,171,1,28,42,0,52,29,4
ODISHA,126,Meghalaya,149,4,37,19,3,77,49,275,86,4,18,0,2,23,24,78,0,19,19,1,54,25,8
ODISHA,2459,Assam,2273,96,359,861,105,1716,798,4732,797,89,232,38,61,668,470,715,7,127,823,44,1048,328,82
ODISHA,105558,West Bengal,59141,9285,2397,73605,2771,34478,20582,164699,21581,8614,1546,1733,1705,14807,11065,19671,671,851,71872,1066,19671,9517,1910
ODISHA,113777,Jharkhand,53600,4439,4335,81928,2646,30967,18774,167377,24288,4036,2701,2071,1558,12946,8868,21420,403,1634,79857,1088,18021,9906,2868
ODISHA,102783,Chhattisgarh,26588,1720,651,83870,2572,18501,14529,129371,7528,1385,412,2456,1527,9050,5891,5867,335,239,81414,1045,9451,8638,1661
ODISHA,7206,Madhya Pradesh,5519,416,277,3649,337,3953,2142,12725,1951,355,180,146,194,1702,1231,1711,61,97,3503,143,2251,911,240
ODISHA,4748,Gujarat,19672,907,137,1224,594,3574,12884,24420,5100,827,97,46,348,1499,11888,4967,80,40,1178,246,2075,996,133
ODISHA,4,Daman & Diu,7,0,0,0,0,4,5,11,2,0,0,0,0,2,4,1,0,0,0,0,2,1,1
ODISHA,55,Dadra & Nagar Haveli,20,1,1,35,0,7,27,75,4,1,1,1,0,2,12,3,0,0,34,0,5,15,1
ODISHA,6683,Maharashtra,8219,603,279,2263,617,4409,3828,14902,2903,535,171,65,349,1684,2742,2673,68,108,2198,268,2725,1086,230
ODISHA,80986,Andhra Pradesh,41505,5095,945,51326,6676,24484,18843,122491,15122,4299,597,1369,3857,9091,9190,13102,796,348,49957,2819,15393,9653,2020
ODISHA,1732,Karnataka,3097,107,99,530,117,1095,1618,4829,1263,92,75,24,65,387,1294,1160,15,24,506,52,708,324,103
ODISHA,173,Goa,227,7,4,54,14,121,111,400,89,5,2,0,4,43,91,82,2,2,54,10,78,20,7
ODISHA,98,Lakshadweep,134,2,1,17,2,10,200,232,0,2,1,1,2,2,126,0,0,0,16,0,8,74,0
ODISHA,2089,Kerala,2674,311,104,603,123,1206,1020,4763,1396,286,74,22,81,408,702,1101,25,30,581,42,798,318,295
ODISHA,2286,Tamil Nadu,3970,493,102,700,143,1551,1551,6256,1716,437,82,33,77,556,1226,1559,56,20,667,66,995,325,157
ODISHA,80,Puducherry,69,2,3,42,5,38,28,149,31,2,2,0,4,13,21,27,0,1,42,1,25,7,4
ODISHA,145,Andaman & Nicobar Islands,101,4,27,41,5,87,34,246,48,4,3,0,4,30,21,39,0,24,41,1,57,13,9
ODISHA,28021,Other Countries,13414,544,529,19147,1572,4018,13772,41435,1853,470,292,434,885,1880,7913,1540,74,237,18713,687,2138,5859,313
CHHATTISGARH,3581,Jammu & Kashmir,4740,12,21,234,221,2678,3691,8321,1464,6,12,13,108,1187,2378,1036,6,9,221,113,1491,1313,428
CHHATTISGARH,1154,Himachal Pradesh,1413,13,6,316,81,641,1042,2567,468,12,3,6,48,275,669,400,1,3,310,33,366,373,68
CHHATTISGARH,8128,Punjab,9089,379,79,3098,698,6378,1838,17217,4747,334,61,66,441,2649,1203,4335,45,18,3032,257,3729,635,412
CHHATTISGARH,158,Chandigarh,152,4,0,35,13,134,52,310,72,3,0,2,8,52,31,56,1,0,33,5,82,21,16
CHHATTISGARH,1184,Uttarakhand,1325,24,24,467,78,818,441,2509,657,18,16,7,45,311,324,604,6,8,460,33,507,117,53
CHHATTISGARH,5662,Haryana,7145,678,60,1691,487,5167,1269,12807,3455,633,39,31,287,2148,894,3113,45,21,1660,200,3019,375,342
CHHATTISGARH,4384,NCT of Delhi,4882,131,96,1137,464,3755,1330,9266,2353,119,59,25,269,1580,843,1987,12,37,1112,195,2175,487,366
CHHATTISGARH,9798,Rajasthan,11390,1221,174,4343,1050,7240,1911,21188,5249,1149,132,69,693,3108,1236,5003,72,42,4274,357,4132,675,246
CHHATTISGARH,84485,Uttar Pradesh,83900,2122,1660,40570,6048,54821,15952,168385,47212,1883,1336,1080,3642,21759,9914,44286,239,324,39490,2406,33062,6038,2926
CHHATTISGARH,66923,Bihar,76293,1419,1315,25484,5501,53050,11700,143216,44747,1277,1045,527,3258,20088,7345,42753,142,270,24957,2243,32962,4355,1994
CHHATTISGARH,31,Sikkim,37,1,3,5,1,29,7,68,22,1,1,0,0,13,3,19,0,2,5,1,16,4,3
CHHATTISGARH,65,Arunachal Pradesh,101,0,14,6,8,63,52,166,23,0,10,1,2,29,39,20,0,4,5,6,34,13,3
CHHATTISGARH,69,Nagaland,67,0,13,13,4,46,28,136,32,0,5,0,2,13,17,30,0,8,13,2,33,11,2
CHHATTISGARH,37,Manipur,44,1,9,9,1,26,12,81,23,1,3,0,1,13,5,21,0,6,9,0,13,7,2
CHHATTISGARH,10,Mizoram,20,0,2,1,0,5,16,30,6,0,0,0,0,3,11,6,0,2,1,0,2,5,0
CHHATTISGARH,119,Tripura,118,2,8,43,9,74,32,237,69,1,4,0,7,30,17,59,1,4,43,2,44,15,10
CHHATTISGARH,56,Meghalaya,51,1,3,13,3,43,13,107,31,1,0,0,1,15,3,31,0,3,13,2,28,10,0
CHHATTISGARH,1952,Assam,1936,43,60,747,107,1622,517,3888,792,40,28,33,71,769,313,682,3,32,714,36,853,204,110
CHHATTISGARH,26586,West Bengal,27180,793,375,11653,2278,17248,5315,53766,16104,712,262,220,1343,6468,3177,14998,81,113,11433,935,10780,2138,1106
CHHATTISGARH,67234,Jharkhand,44091,1010,1317,42238,3703,30884,8794,111325,23379,857,869,1713,2125,12219,5173,21135,153,448,40525,1578,18665,3621,2244
CHHATTISGARH,171516,Odisha,70888,1201,799,127555,7424,44587,17849,242404,42989,868,478,3475,4281,17104,8870,35812,333,321,124080,3143,27483,8979,7177
CHHATTISGARH,161650,Madhya Pradesh,114877,1935,2897,90637,10068,85652,22201,276527,63137,1541,2044,2838,5973,34229,12239,56013,394,853,87799,4095,51423,9962,7124
CHHATTISGARH,6906,Gujarat,6798,574,59,2674,759,5146,1494,13704,2998,531,33,45,475,2088,932,2694,43,26,2629,284,3058,562,304
CHHATTISGARH,12,Daman & Diu,20,0,0,2,2,13,3,32,12,0,0,0,1,6,2,11,0,0,2,1,7,1,1
CHHATTISGARH,9,Dadra & Nagar Haveli,5,0,0,2,1,5,4,14,2,0,0,0,0,1,2,2,0,0,2,1,4,2,0
CHHATTISGARH,73659,Maharashtra,43828,1014,656,44882,8340,29317,11299,117487,21979,836,429,990,4930,11522,6002,19119,178,227,43892,3410,17795,5297,2860
CHHATTISGARH,23712,Andhra Pradesh,18650,239,219,11699,3185,12297,3911,42362,10812,186,130,225,1848,4245,2127,9889,53,89,11474,1337,8052,1784,923
CHHATTISGARH,1344,Karnataka,1408,31,45,477,179,931,304,2752,785,27,26,5,107,339,194,710,4,19,472,72,592,110,75
CHHATTISGARH,76,Goa,101,2,1,18,9,62,29,177,56,2,1,2,3,26,19,48,0,0,16,6,36,10,8
CHHATTISGARH,230,Lakshadweep,418,0,2,13,5,11,611,648,6,0,1,0,2,6,404,5,0,1,13,3,5,207,1
CHHATTISGARH,5717,Kerala,5030,106,389,2326,764,2432,1039,10747,3691,90,147,39,443,739,521,3051,16,242,2287,321,1693,518,640
CHHATTISGARH,2425,Tamil Nadu,2454,99,39,943,375,1507,432,4879,1484,85,17,21,197,549,254,1331,14,22,922,178,958,178,153
CHHATTISGARH,20,Puducherry,13,0,0,6,0,14,5,33,8,0,0,0,0,3,2,8,0,0,6,0,11,3,0
CHHATTISGARH,152,Andaman & Nicobar Islands,160,1,11,46,21,121,55,312,57,0,5,3,11,57,40,44,1,6,43,10,64,15,13
CHHATTISGARH,23293,Other Countries,9549,96,462,17121,1553,4411,6458,32842,2741,63,249,374,913,2010,3650,2290,33,213,16747,640,2401,2808,451
MADHYA PRADESH,5309,Jammu & Kashmir,6791,54,204,942,240,3076,6473,12100,1111,42,130,26,136,1211,4234,1012,12,74,916,104,1865,2239,99
MADHYA PRADESH,2999,Himachal Pradesh,2895,49,158,978,132,1770,1881,5894,926,27,99,30,86,640,1178,835,22,59,948,46,1130,703,91
MADHYA PRADESH,16638,Punjab,15257,552,345,6826,998,11713,4315,31895,7146,428,209,194,579,4942,2480,6425,124,136,6632,419,6771,1835,721
MADHYA PRADESH,359,Chandigarh,336,5,13,107,26,324,82,695,138,2,11,4,15,135,48,121,3,2,103,11,189,34,17
MADHYA PRADESH,6480,Uttarakhand,5773,114,297,2376,243,4607,1544,12253,3072,63,197,52,149,1575,907,2830,51,100,2324,94,3032,637,242
MADHYA PRADESH,9968,Haryana,9256,304,324,3346,563,7986,2632,19224,4069,235,222,96,328,3205,1486,3684,69,102,3250,235,4781,1146,385
MADHYA PRADESH,16463,NCT of Delhi,12134,428,603,7210,1174,9811,4354,28597,5017,308,412,166,670,3970,2337,4271,120,191,7044,504,5841,2017,746
MADHYA PRADESH,373146,Rajasthan,127335,3635,2800,290075,32360,65796,52579,500481,53236,2584,1973,5391,19576,26960,24910,45941,1051,827,284684,12784,38836,27669,7295
MADHYA PRADESH,776738,Uttar Pradesh,314143,9219,13366,580499,16923,197347,101719,1090881,171808,6174,10056,11777,10051,75253,46265,154567,3045,3310,568722,6872,122094,55454,17241
MADHYA PRADESH,58228,Bihar,67608,1395,3600,22510,3594,40998,13266,125836,40473,983,2978,575,2061,14668,8142,38201,412,622,21935,1533,26330,5124,2272
MADHYA PRADESH,95,Sikkim,115,5,32,17,3,89,19,210,45,5,26,0,2,31,12,39,0,6,17,1,58,7,6
MADHYA PRADESH,161,Arunachal Pradesh,144,1,29,33,3,132,55,305,52,1,19,0,2,47,31,44,0,10,33,1,85,24,8
MADHYA PRADESH,153,Nagaland,125,0,30,26,5,124,42,278,51,0,21,0,2,40,24,38,0,9,26,3,84,18,13
