AreaName,LastResidence,Persons_Total,Males_Total,Females_Total,Persons_Work,Males_Work,Females_Work,Persons_Business,Males_Business,Females_Business,Persons_Education,Males_Education,Females_Education,Persons_Marriage,Males_Marriage,Females_Marriage,Persons_MoveAfterBirth,Males_MoveAfterBirth,Females_MoveAfterBirth,Persons_MoveWithHH,Males_MoveWithHH,Females_MoveWithHH,Persons_Other,Males_Other,Females_Other
JAMMU & KASHMIR,Himachal Pradesh,8609,2688,5921,726,643,83,109,74,35,165,95,70,4266,137,4129,72,49,23,1470,601,869,1801,1089,712
JAMMU & KASHMIR,Punjab,43938,12318,31620,3804,3237,567,816,708,108,440,219,221,23773,548,23225,618,387,231,7212,3162,4050,7275,4057,3218
JAMMU & KASHMIR,Chandigarh,611,249,362,88,73,15,7,7,0,17,10,7,153,6,147,26,13,13,183,71,112,137,69,68
JAMMU & KASHMIR,Uttarakhand,3180,1633,1547,447,390,57,37,29,8,60,36,24,361,57,304,42,26,16,1180,393,787,1053,702,351
JAMMU & KASHMIR,Haryana,5987,2744,3243,627,540,87,79,63,16,160,92,68,1164,75,1089,141,87,54,1883,695,1188,1933,1192,741
JAMMU & KASHMIR,NCT of Delhi,5269,2316,2953,991,911,80,85,70,15,121,67,54,1520,30,1490,205,112,93,1259,544,715,1088,582,506
JAMMU & KASHMIR,Rajasthan,6079,3190,2889,971,822,149,67,50,17,309,197,112,516,44,472,74,40,34,2108,720,1388,2034,1317,717
JAMMU & KASHMIR,Uttar Pradesh,20190,11520,8670,4393,3812,581,489,413,76,605,397,208,2026,141,1885,294,172,122,5997,2149,3848,6386,4436,1950
JAMMU & KASHMIR,Bihar,13200,6998,6202,3452,3039,413,267,206,61,378,280,98,2309,64,2245,143,76,67,3507,1350,2157,3144,1983,1161
JAMMU & KASHMIR,Sikkim,109,52,57,28,26,2,1,1,0,5,1,4,17,4,13,5,1,4,35,11,24,18,8,10
JAMMU & KASHMIR,Arunachal Pradesh,105,56,49,27,25,2,2,1,1,0,0,0,4,1,3,2,2,0,51,18,33,19,9,10
JAMMU & KASHMIR,Nagaland,97,42,55,14,13,1,0,0,0,4,1,3,12,0,12,3,1,2,37,9,28,27,18,9
JAMMU & KASHMIR,Manipur,227,114,113,17,16,1,2,1,1,3,3,0,12,2,10,3,2,1,103,25,78,87,65,22
JAMMU & KASHMIR,Mizoram,57,22,35,2,2,0,0,0,0,0,0,0,7,1,6,0,0,0,34,11,23,14,8,6
JAMMU & KASHMIR,Tripura,173,84,89,9,8,1,0,0,0,0,0,0,6,1,5,0,0,0,131,51,80,27,24,3
JAMMU & KASHMIR,Meghalaya,139,62,77,10,7,3,1,1,0,9,3,6,12,1,11,2,2,0,88,35,53,17,13,4
JAMMU & KASHMIR,Assam,1906,1095,811,256,224,32,22,15,7,40,26,14,179,5,174,51,25,26,491,119,372,867,681,186
JAMMU & KASHMIR,West Bengal,10164,2957,7207,1334,1178,156,112,85,27,87,52,35,5196,82,5114,82,42,40,1375,380,995,1978,1138,840
JAMMU & KASHMIR,Jharkhand,2210,1197,1013,691,639,52,31,24,7,47,29,18,372,13,359,23,13,10,505,166,339,541,313,228
JAMMU & KASHMIR,Odisha,2233,1291,942,610,542,68,39,27,12,27,15,12,243,24,219,33,18,15,508,156,352,773,509,264
JAMMU & KASHMIR,Chhattisgarh,9949,5413,4536,4902,3260,1642,119,78,41,22,11,11,433,10,423,91,52,39,2890,1180,1710,1492,822,670
JAMMU & KASHMIR,Madhya Pradesh,7599,4221,3378,2290,1641,649,67,46,21,97,63,34,538,23,515,143,87,56,2525,1071,1454,1939,1290,649
JAMMU & KASHMIR,Gujarat,1237,694,543,214,188,26,7,3,4,36,25,11,125,6,119,20,11,9,343,105,238,492,356,136
JAMMU & KASHMIR,Daman & Diu,6,3,3,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,3,2,1
JAMMU & KASHMIR,Dadra & Nagar Haveli,17,4,13,1,0,1,0,0,0,0,0,0,11,0,11,0,0,0,2,1,1,3,3,0
JAMMU & KASHMIR,Maharashtra,4722,2367,2355,569,494,75,50,37,13,93,69,24,660,29,631,100,61,39,1314,392,922,1936,1285,651
JAMMU & KASHMIR,Andhra Pradesh,2085,1167,918,371,336,35,13,9,4,34,17,17,142,17,125,36,20,16,607,165,442,882,603,279
JAMMU & KASHMIR,Karnataka,1313,694,619,233,195,38,12,7,5,32,26,6,180,9,171,28,15,13,313,84,229,515,358,157
JAMMU & KASHMIR,Goa,116,71,45,36,35,1,4,4,0,6,3,3,11,2,9,3,2,1,21,7,14,35,18,17
JAMMU & KASHMIR,Lakshadweep,264,148,116,10,4,6,3,2,1,2,2,0,20,4,16,2,2,0,29,18,11,198,116,82
JAMMU & KASHMIR,Kerala,1485,867,618,280,219,61,28,16,12,23,13,10,95,21,74,17,8,9,327,91,236,715,499,216
JAMMU & KASHMIR,Tamil Nadu,1842,1201,641,210,184,26,11,8,3,25,10,15,127,15,112,16,8,8,428,142,286,1025,834,191
JAMMU & KASHMIR,Puducherry,18,6,12,2,1,1,0,0,0,0,0,0,8,0,8,0,0,0,2,0,2,6,5,1
JAMMU & KASHMIR,Andaman & Nicobar Islands,51,25,26,11,11,0,0,0,0,0,0,0,3,0,3,3,1,2,18,4,14,16,9,7
JAMMU & KASHMIR,Other Countries,12871,4301,8570,418,343,75,85,66,19,107,70,37,5649,178,5471,457,255,202,1643,890,753,4512,2499,2013
HIMACHAL PRADESH,Jammu & Kashmir,15565,8407,7158,4746,4401,345,284,266,18,677,388,289,3922,113,3809,291,175,116,2920,1168,1752,2725,1896,829
HIMACHAL PRADESH,Punjab,130851,39246,91605,14863,12031,2832,1157,992,165,2148,1079,1069,65610,971,64639,9672,5832,3840,21116,9093,12023,16285,9248,7037
HIMACHAL PRADESH,Chandigarh,11136,5842,5294,1997,1710,287,85,71,14,383,240,143,1961,53,1908,1537,856,681,2625,1138,1487,2548,1774,774
HIMACHAL PRADESH,Uttarakhand,22740,9092,13648,5695,5080,615,141,109,32,426,263,163,8329,138,8191,483,275,208,5429,1934,3495,2237,1293,944
HIMACHAL PRADESH,Haryana,35750,12009,23741,5152,4357,795,527,465,62,634,419,215,15998,257,15741,1730,1006,724,7505,3094,4411,4204,2411,1793
HIMACHAL PRADESH,NCT of Delhi,18467,9973,8494,3680,3233,447,239,201,38,745,493,252,3025,71,2954,1043,597,446,5454,2251,3203,4281,3127,1154
HIMACHAL PRADESH,Rajasthan,8652,4753,3899,2667,2172,495,92,81,11,301,224,77,818,17,801,226,144,82,3352,1257,2095,1196,858,338
HIMACHAL PRADESH,Uttar Pradesh,66005,41162,24843,28681,25268,3413,764,684,80,900,618,282,5448,136,5312,1068,626,442,21673,8516,13157,7471,5314,2157
HIMACHAL PRADESH,Bihar,37600,26835,10765,21064,19444,1620,164,143,21,507,429,78,1350,56,1294,389,224,165,10682,4040,6642,3444,2499,945
HIMACHAL PRADESH,Sikkim,844,656,188,303,277,26,9,7,2,175,157,18,50,4,46,6,5,1,113,47,66,188,159,29
HIMACHAL PRADESH,Arunachal Pradesh,1052,597,455,119,101,18,5,2,3,445,256,189,37,1,36,8,5,3,124,38,86,314,194,120
HIMACHAL PRADESH,Nagaland,172,117,55,30,29,1,1,0,1,17,15,2,15,0,15,9,6,3,58,28,30,42,39,3
HIMACHAL PRADESH,Manipur,220,122,98,54,44,10,1,1,0,17,10,7,18,0,18,6,4,2,61,19,42,63,44,19
HIMACHAL PRADESH,Mizoram,77,34,43,16,10,6,0,0,0,8,6,2,8,0,8,4,2,2,25,4,21,16,12,4
HIMACHAL PRADESH,Tripura,131,76,55,37,36,1,0,0,0,5,5,0,29,1,28,4,2,2,28,8,20,28,24,4
HIMACHAL PRADESH,Meghalaya,197,117,80,32,28,4,1,1,0,23,14,9,20,0,20,1,0,1,52,20,32,68,54,14
HIMACHAL PRADESH,Assam,2134,1303,831,731,668,63,9,8,1,68,48,20,280,6,274,55,34,21,547,198,349,444,341,103
HIMACHAL PRADESH,West Bengal,5897,3573,2324,2554,2293,261,70,61,9,115,84,31,680,17,663,82,50,32,1612,523,1089,784,545,239
HIMACHAL PRADESH,Jharkhand,10645,7138,3507,6592,5485,1107,24,15,9,81,58,23,437,17,420,85,41,44,2494,854,1640,932,668,264
HIMACHAL PRADESH,Odisha,3295,2263,1032,1893,1773,120,10,8,2,56,29,27,228,10,218,36,13,23,803,248,555,269,182,87
HIMACHAL PRADESH,Chhattisgarh,5008,2725,2283,2500,1693,807,2,1,1,52,28,24,250,9,241,31,14,17,1790,746,1044,383,234,149
HIMACHAL PRADESH,Madhya Pradesh,6509,4342,2167,2570,2322,248,15,13,2,142,94,48,485,19,466,122,82,40,1915,737,1178,1260,1075,185
HIMACHAL PRADESH,Gujarat,1578,937,641,402,381,21,16,11,5,30,17,13,129,3,126,82,46,36,579,212,367,340,267,73
HIMACHAL PRADESH,Daman & Diu,31,15,16,11,11,0,0,0,0,1,0,1,0,0,0,0,0,0,19,4,15,0,0,0
HIMACHAL PRADESH,Dadra & Nagar Haveli,8,5,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,4,2,2,0,0,0
HIMACHAL PRADESH,Maharashtra,5752,3465,2287,1329,1169,160,38,27,11,273,176,97,614,13,601,211,128,83,1769,702,1067,1518,1250,268
HIMACHAL PRADESH,Andhra Pradesh,1933,1317,616,435,403,32,11,9,2,399,350,49,74,1,73,45,23,22,580,193,387,389,338,51
HIMACHAL PRADESH,Karnataka,1538,918,620,481,364,117,4,2,2,149,95,54,138,16,122,24,17,7,361,148,213,381,276,105
HIMACHAL PRADESH,Goa,111,75,36,22,21,1,0,0,0,15,10,5,7,0,7,6,4,2,30,13,17,31,27,4
HIMACHAL PRADESH,Lakshadweep,102,60,42,2,1,1,1,1,0,2,1,1,17,1,16,2,1,1,2,2,0,76,53,23
HIMACHAL PRADESH,Kerala,775,443,332,268,212,56,7,6,1,24,17,7,54,1,53,13,3,10,261,92,169,148,112,36
HIMACHAL PRADESH,Tamil Nadu,668,404,264,250,223,27,3,2,1,26,21,5,45,1,44,22,9,13,237,88,149,85,60,25
HIMACHAL PRADESH,Puducherry,14,7,7,4,4,0,1,1,0,0,0,0,3,0,3,0,0,0,4,1,3,2,1,1
HIMACHAL PRADESH,Andaman & Nicobar Islands,47,28,19,10,8,2,0,0,0,3,3,0,6,0,6,1,0,1,13,6,7,14,11,3
HIMACHAL PRADESH,Other Countries,5608,1626,3982,472,358,114,27,24,3,132,73,59,2887,64,2823,208,129,79,595,270,325,1287,708,579
PUNJAB,Jammu & Kashmir,70299,22628,47671,9150,8032,1118,532,322,210,677,395,282,32700,697,32003,1560,961,599,13539,5554,7985,12141,6667,5474
PUNJAB,Himachal Pradesh,214213,77760,136453,36237,32155,4082,1419,972,447,2094,1265,829,88252,2057,86195,14088,8655,5433,42518,17460,25058,29605,15196,14409
PUNJAB,Chandigarh,149591,74636,74955,14441,12125,2316,925,619,306,886,510,376,19748,458,19290,24119,14118,10001,54522,26034,28488,34950,20772,14178
PUNJAB,Uttarakhand,55392,27187,28205,15056,13691,1365,384,262,122,516,339,177,11184,251,10933,2052,1243,809,17269,6237,11032,8931,5164,3767
PUNJAB,Haryana,545584,154219,391365,49932,42483,7449,3132,1955,1177,2487,1434,1053,283879,5400,278479,47149,29821,17328,87365,38883,48482,71640,34243,37397
PUNJAB,NCT of Delhi,45310,17865,27445,6126,5193,933,415,275,140,528,348,180,14743,324,14419,3259,2125,1134,12548,5542,7006,7691,4058,3633
PUNJAB,Rajasthan,202166,67249,134917,28663,23633,5030,1137,779,358,1171,690,481,90756,1577,89179,14565,9370,5195,40341,17723,22618,25533,13477,12056
PUNJAB,Uttar Pradesh,649557,357976,291581,230996,202588,28408,4898,3364,1534,3041,2023,1018,93365,2424,90941,19796,11911,7885,208101,83062,125039,89360,52604,36756
PUNJAB,Bihar,352537,216001,136536,149495,135149,14346,2458,1762,696,1896,1446,450,35434,1019,34415,10128,5771,4357,105336,41146,64190,47790,29708,18082
PUNJAB,Sikkim,330,175,155,73,65,8,2,1,1,7,5,2,27,1,26,7,4,3,155,59,96,59,40,19
PUNJAB,Arunachal Pradesh,405,203,202,59,55,4,2,2,0,11,9,2,40,0,40,29,18,11,189,72,117,75,47,28
PUNJAB,Nagaland,569,322,247,144,133,11,6,6,0,6,3,3,58,1,57,19,15,4,225,86,139,111,78,33
PUNJAB,Manipur,774,418,356,210,188,22,7,5,2,30,18,12,52,0,52,13,5,8,300,91,209,162,111,51
PUNJAB,Mizoram,311,199,112,136,131,5,2,1,1,13,10,3,14,0,14,3,2,1,109,34,75,34,21,13
PUNJAB,Tripura,385,202,183,73,68,5,2,2,0,27,22,5,40,1,39,7,2,5,153,46,107,83,61,22
PUNJAB,Meghalaya,507,237,270,69,62,7,5,2,3,10,7,3,59,3,56,13,10,3,247,96,151,104,57,47
PUNJAB,Assam,11925,5314,6611,2272,1943,329,72,51,21,156,91,65,2584,70,2514,391,250,141,4348,1678,2670,2102,1231,871
PUNJAB,West Bengal,46958,21592,25366,11565,9979,1586,414,287,127,335,234,101,11883,261,11622,1815,1172,643,13137,5120,8017,7809,4539,3270
PUNJAB,Jharkhand,19950,11532,8418,8160,6981,1179,118,82,36,248,192,56,2323,73,2250,566,321,245,5683,2107,3576,2852,1776,1076
PUNJAB,Odisha,11717,6016,5701,3672,3254,418,92,54,38,106,70,36,2200,42,2158,333,196,137,3154,1042,2112,2160,1358,802
PUNJAB,Chhattisgarh,8403,4288,4115,3453,2291,1162,28,17,11,44,35,9,789,21,768,195,111,84,2657,1089,1568,1237,724,513
PUNJAB,Madhya Pradesh,32869,15844,17025,7923,6510,1413,225,148,77,347,208,139,6156,173,5983,1486,903,583,10977,4466,6511,5755,3436,2319
PUNJAB,Gujarat,10436,5051,5385,1797,1610,187,73,48,25,190,129,61,1741,55,1686,532,342,190,4168,1642,2526,1935,1225,710
PUNJAB,Daman & Diu,6,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,0,0
PUNJAB,Dadra & Nagar Haveli,17,6,11,1,0,1,3,1,2,0,0,0,3,0,3,1,0,1,6,4,2,3,1,2
PUNJAB,Maharashtra,32781,14996,17785,4639,4040,599,254,187,67,456,281,175,6892,143,6749,1818,1176,642,11189,4506,6683,7533,4663,2870
PUNJAB,Andhra Pradesh,7789,3815,3974,1255,1142,113,49,29,20,216,164,52,841,24,817,327,200,127,3291,1047,2244,1810,1209,601
PUNJAB,Karnataka,4470,2179,2291,730,667,63,30,16,14,69,46,23,534,9,525,157,101,56,1856,612,1244,1094,728,366
PUNJAB,Goa,435,243,192,116,106,10,4,2,2,14,8,6,64,2,62,23,18,5,133,62,71,81,45,36
PUNJAB,Lakshadweep,600,349,251,34,27,7,0,0,0,6,2,4,78,5,73,36,22,14,108,60,48,338,233,105
PUNJAB,Kerala,5910,2988,2922,1657,1250,407,37,19,18,315,177,138,505,19,486,168,93,75,1889,621,1268,1339,809,530
PUNJAB,Tamil Nadu,5540,2916,2624,1362,1124,238,35,22,13,75,60,15,504,24,480,145,82,63,2070,678,1392,1349,926,423
PUNJAB,Puducherry,310,123,187,24,18,6,2,2,0,1,1,0,118,5,113,32,19,13,50,26,24,83,52,31
PUNJAB,Andaman & Nicobar Islands,253,128,125,32,30,2,1,1,0,7,6,1,32,0,32,16,10,6,118,53,65,47,28,19
PUNJAB,Other Countries,34521,15575,18946,2783,2365,418,157,108,49,358,209,149,8971,252,8719,3444,2016,1428,6615,3264,3351,12193,7361,4832
CHANDIGARH,Jammu & Kashmir,5997,3073,2924,1510,1380,130,92,84,8,520,285,235,634,7,627,175,103,72,2361,820,1541,705,394,311
CHANDIGARH,Himachal Pradesh,60254,33481,26773,20328,18994,1334,709,638,71,4793,3042,1751,9578,111,9467,3259,1885,1374,15815,5520,10295,5772,3291,2481
CHANDIGARH,Punjab,148481,68311,80170,33992,29396,4596,2958,2716,242,7851,4337,3514,34559,431,34128,10089,5980,4109,42603,16565,26038,16429,8886,7543
CHANDIGARH,Uttarakhand,31164,17198,13966,11602,11148,454,183,150,33,772,511,261,5058,32,5026,1285,786,499,9074,2789,6285,3190,1782,1408
CHANDIGARH,Haryana,93037,45032,48005,23039,20777,2262,1743,1616,127,3477,2077,1400,19891,221,19670,6509,3912,2597,28313,10846,17467,10065,5583,4482
CHANDIGARH,NCT of Delhi,20889,9800,11089,4947,4361,586,500,439,61,769,481,288,3957,52,3905,979,524,455,7561,2811,4750,2176,1132,1044
CHANDIGARH,Rajasthan,9446,4953,4493,2550,2377,173,198,187,11,520,367,153,1381,15,1366,410,245,165,3492,1245,2247,895,517,378
CHANDIGARH,Uttar Pradesh,179574,104133,75441,67727,64773,2954,1228,1094,134,1861,1271,590,24408,319,24089,8865,5117,3748,54470,18672,35798,21015,12887,8128
CHANDIGARH,Bihar,50703,33568,17135,24158,23626,532,241,206,35,553,463,90,4611,53,4558,2449,1389,1060,13220,4181,9039,5471,3650,1821
CHANDIGARH,Sikkim,70,43,27,25,25,0,2,2,0,3,2,1,5,0,5,2,2,0,28,8,20,5,4,1
CHANDIGARH,Arunachal Pradesh,99,56,43,34,30,4,1,1,0,3,2,1,6,0,6,8,3,5,39,14,25,8,6,2
CHANDIGARH,Nagaland,84,45,39,21,16,5,1,1,0,12,6,6,5,1,4,1,1,0,37,14,23,7,6,1
CHANDIGARH,Manipur,623,369,254,80,57,23,21,20,1,283,182,101,20,1,19,12,9,3,155,65,90,52,35,17
CHANDIGARH,Mizoram,47,28,19,4,3,1,0,0,0,23,11,12,2,0,2,0,0,0,10,7,3,8,7,1
CHANDIGARH,Tripura,73,37,36,18,18,0,0,0,0,15,10,5,11,0,11,0,0,0,22,5,17,7,4,3
CHANDIGARH,Meghalaya,183,88,95,33,31,2,0,0,0,14,6,8,11,0,11,4,3,1,106,37,69,15,11,4
CHANDIGARH,Assam,2166,971,1195,453,390,63,24,19,5,57,35,22,164,3,161,27,9,18,1268,412,856,173,103,70
CHANDIGARH,West Bengal,6951,3734,3217,2605,2338,267,94,82,12,150,109,41,989,7,982,242,129,113,2189,705,1484,682,364,318
CHANDIGARH,Jharkhand,3023,1684,1339,1258,1065,193,23,21,2,88,60,28,315,2,313,146,85,61,902,282,620,291,169,122
CHANDIGARH,Odisha,1600,883,717,673,602,71,14,10,4,45,31,14,202,2,200,47,29,18,465,123,342,154,86,68
CHANDIGARH,Chhattisgarh,1123,581,542,481,371,110,6,5,1,19,13,6,89,0,89,51,23,28,373,119,254,104,50,54
CHANDIGARH,Madhya Pradesh,3730,1896,1834,1061,891,170,39,35,4,145,96,49,486,7,479,144,82,62,1464,562,902,391,223,168
CHANDIGARH,Gujarat,2082,1002,1080,492,438,54,31,24,7,47,32,15,237,2,235,75,46,29,970,340,630,230,120,110
CHANDIGARH,Daman & Diu,10,7,3,4,3,1,0,0,0,0,0,0,0,0,0,2,2,0,3,1,2,1,1,0
CHANDIGARH,Dadra & Nagar Haveli,7,2,5,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,5,1,4,0,0,0
CHANDIGARH,Maharashtra,4999,2375,2624,1146,1003,143,89,71,18,150,93,57,600,8,592,197,108,89,2292,774,1518,525,318,207
CHANDIGARH,Andhra Pradesh,1528,765,763,330,299,31,19,18,1,61,45,16,99,1,98,49,26,23,791,276,515,179,100,79
CHANDIGARH,Karnataka,1514,757,757,316,279,37,9,7,2,92,74,18,62,0,62,51,32,19,850,289,561,134,76,58
CHANDIGARH,Goa,94,48,46,23,20,3,1,1,0,1,1,0,5,0,5,2,1,1,55,19,36,7,6,1
CHANDIGARH,Lakshadweep,19,10,9,2,1,1,0,0,0,0,0,0,1,0,1,3,1,2,4,1,3,9,7,2
CHANDIGARH,Kerala,1016,494,522,298,248,50,7,6,1,44,29,15,129,3,126,84,48,36,330,96,234,124,64,60
CHANDIGARH,Tamil Nadu,3223,1561,1662,1056,876,180,17,10,7,108,84,24,540,12,528,159,91,68,1033,319,714,310,169,141
CHANDIGARH,Puducherry,32,20,12,7,4,3,0,0,0,13,9,4,1,0,1,2,1,1,8,5,3,1,1,0
CHANDIGARH,Andaman & Nicobar Islands,125,56,69,17,15,2,0,0,0,5,5,0,7,0,7,5,3,2,76,19,57,15,14,1
CHANDIGARH,Other Countries,2004,1112,892,319,279,40,56,51,5,108,70,38,138,7,131,168,92,76,655,277,378,560,336,224
UTTARAKHAND,Jammu & Kashmir,9268,5431,3837,1479,1357,122,48,35,13,686,484,202,799,21,778,171,107,64,2826,1260,1566,3259,2167,1092
UTTARAKHAND,Himachal Pradesh,24089,8888,15201,3488,3073,415,103,80,23,680,409,271,9328,132,9196,286,175,111,6695,2984,3711,3509,2035,1474
UTTARAKHAND,Punjab,45667,20640,25027,8038,7255,783,442,352,90,1068,676,392,12635,209,12426,802,515,287,15849,7451,8398,6833,4182,2651
UTTARAKHAND,Chandigarh,2850,1303,1547,431,377,54,17,12,5,140,101,39,585,10,575,87,52,35,1141,480,661,449,271,178
UTTARAKHAND,Haryana,33899,13768,20131,5667,5179,488,397,322,75,1105,809,296,11327,145,11182,524,325,199,10571,4481,6090,4308,2507,1801
UTTARAKHAND,NCT of Delhi,52002,23250,28752,7994,7129,865,507,399,108,2121,1400,721,11430,138,11292,1276,711,565,20568,8666,11902,8106,4807,3299
UTTARAKHAND,Rajasthan,18410,9414,8996,3729,3419,310,255,215,40,1223,974,249,3262,44,3218,297,167,130,7023,2906,4117,2621,1689,932
UTTARAKHAND,Uttar Pradesh,890663,369386,521277,203460,185681,17779,5587,4415,1172,13211,9419,3792,295933,3796,292137,9335,5511,3824,280962,116111,164851,82175,44453,37722
UTTARAKHAND,Bihar,76116,47017,29099,31963,30141,1822,363,292,71,1907,1546,361,9207,141,9066,763,448,315,24022,9158,14864,7891,5291,2600
UTTARAKHAND,Sikkim,612,330,282,109,90,19,2,2,0,135,75,60,57,1,56,7,3,4,172,66,106,130,93,37
UTTARAKHAND,Arunachal Pradesh,1232,713,519,189,160,29,2,2,0,184,123,61,62,4,58,8,5,3,401,156,245,386,263,123
UTTARAKHAND,Nagaland,729,384,345,101,81,20,3,2,1,66,33,33,47,1,46,8,4,4,356,164,192,148,99,49
UTTARAKHAND,Manipur,926,448,478,130,96,34,1,1,0,176,101,75,85,3,82,10,3,7,371,145,226,153,99,54
UTTARAKHAND,Mizoram,286,149,137,38,31,7,1,1,0,35,17,18,19,0,19,5,3,2,105,41,64,83,56,27
UTTARAKHAND,Tripura,501,259,242,77,67,10,3,2,1,66,39,27,35,0,35,3,2,1,213,81,132,104,68,36
UTTARAKHAND,Meghalaya,880,455,425,108,96,12,1,1,0,68,32,36,79,1,78,3,3,0,414,174,240,207,148,59
UTTARAKHAND,Assam,5731,3093,2638,1325,1183,142,30,17,13,362,236,126,679,17,662,58,43,15,2261,925,1336,1016,672,344
UTTARAKHAND,West Bengal,26298,12332,13966,6803,5896,907,182,144,38,598,411,187,6210,109,6101,193,112,81,8658,3410,5248,3654,2250,1404
UTTARAKHAND,Jharkhand,10768,6731,4037,5033,4655,378,30,15,15,387,280,107,1449,19,1430,103,56,47,2625,940,1685,1141,766,375
UTTARAKHAND,Odisha,4224,2259,1965,1236,1109,127,15,12,3,213,140,73,636,10,626,39,18,21,1312,444,868,773,526,247
UTTARAKHAND,Chhattisgarh,3239,1563,1676,988,738,250,9,5,4,136,104,32,588,16,572,23,16,7,1018,368,650,477,316,161
UTTARAKHAND,Madhya Pradesh,13268,6831,6437,2930,2590,340,69,53,16,715,559,156,2094,35,2059,147,94,53,5246,2124,3122,2067,1376,691
UTTARAKHAND,Gujarat,5344,2874,2470,1078,994,84,37,28,9,246,182,64,564,13,551,85,57,28,2435,1010,1425,899,590,309
UTTARAKHAND,Daman & Diu,45,36,9,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,12,4,8,6,5,1
UTTARAKHAND,Dadra & Nagar Haveli,66,38,28,11,11,0,0,0,0,5,2,3,5,0,5,2,2,0,29,13,16,14,10,4
UTTARAKHAND,Maharashtra,13114,6668,6446,2287,2068,219,107,85,22,568,419,149,1645,36,1609,223,115,108,5809,2329,3480,2475,1616,859
UTTARAKHAND,Andhra Pradesh,3565,2078,1487,751,669,82,18,15,3,531,455,76,259,3,256,37,21,16,1356,508,848,613,407,206
UTTARAKHAND,Karnataka,2330,1237,1093,499,440,59,18,13,5,150,106,44,259,5,254,32,16,16,877,330,547,495,327,168
UTTARAKHAND,Goa,236,116,120,50,46,4,1,1,0,8,5,3,20,0,20,2,1,1,130,50,80,25,13,12
UTTARAKHAND,Lakshadweep,328,203,125,4,3,1,1,0,1,0,0,0,20,1,19,11,6,5,26,13,13,266,180,86
UTTARAKHAND,Kerala,1962,980,982,662,410,252,5,3,2,128,88,40,146,2,144,24,11,13,543,191,352,454,275,179
UTTARAKHAND,Tamil Nadu,1748,983,765,502,433,69,8,5,3,92,70,22,123,1,122,13,5,8,647,220,427,363,249,114
UTTARAKHAND,Puducherry,69,37,32,20,17,3,1,1,0,3,2,1,9,0,9,1,1,0,27,13,14,8,3,5
UTTARAKHAND,Andaman & Nicobar Islands,110,59,51,21,16,5,0,0,0,7,6,1,15,0,15,2,1,1,39,16,23,26,20,6
UTTARAKHAND,Other Countries,7598,3236,4362,835,697,138,36,28,8,275,188,87,2250,21,2229,222,120,102,1651,759,892,2329,1423,906
HARYANA,Jammu & Kashmir,17700,8771,8929,2795,2385,410,132,91,41,286,148,138,2305,55,2250,444,254,190,6684,2646,4038,5054,3192,1862
HARYANA,Himachal Pradesh,60586,21663,38923,11014,9741,1273,366,249,117,686,370,316,23942,362,23580,2226,1351,875,15927,6160,9767,6425,3430,2995
HARYANA,Punjab,538328,161792,376536,61627,53297,8330,3796,2751,1045,2230,1143,1087,274652,4998,269654,37003,23675,13328,105343,48630,56713,53677,27298,26379
HARYANA,Chandigarh,71890,34252,37638,9563,8034,1529,773,617,156,361,204,157,11972,233,11739,6245,3600,2645,29965,13559,16406,13011,8005,5006
HARYANA,Uttarakhand,77179,34402,42777,20955,19115,1840,454,291,163,766,429,337,19406,369,19037,1796,1061,735,25975,8965,17010,7827,4172,3655
HARYANA,NCT of Delhi,468298,159307,308991,62027,51636,10391,4572,3272,1300,3475,1942,1533,175736,3377,172359,12781,7416,5365,153989,63429,90560,55718,28235,27483
HARYANA,Rajasthan,611160,126647,484513,64896,52798,12098,2023,1305,718,2147,1324,823,388374,6025,382349,17699,10790,6909,88197,36091,52106,47824,18314,29510
HARYANA,Uttar Pradesh,1113535,486470,627065,301561,267983,33578,5848,3876,1972,6538,4119,2419,327781,6430,321351,20580,12273,8307,346286,136005,210281,104941,55784,49157
HARYANA,Bihar,390937,226277,164660,157343,139080,18263,1594,1016,578,2100,1650,450,37270,932,36338,7774,4412,3362,148414,57336,91078,36442,21851,14591
HARYANA,Sikkim,325,168,157,105,84,21,4,2,2,9,5,4,36,1,35,6,5,1,126,45,81,39,26,13
HARYANA,Arunachal Pradesh,387,218,169,77,72,5,4,4,0,12,8,4,42,1,41,13,11,2,193,90,103,46,32,14
HARYANA,Nagaland,487,235,252,81,61,20,6,6,0,34,20,14,43,0,43,20,10,10,202,76,126,101,62,39
HARYANA,Manipur,601,300,301,186,136,50,3,1,2,39,29,10,67,0,67,13,8,5,221,86,135,72,40,32
HARYANA,Mizoram,115,48,67,18,7,11,1,1,0,17,9,8,9,0,9,4,2,2,51,17,34,15,12,3
HARYANA,Tripura,1204,235,969,127,97,30,3,1,2,27,22,5,804,18,786,6,4,2,145,38,107,92,55,37
HARYANA,Meghalaya,481,241,240,98,87,11,7,4,3,17,13,4,51,1,50,12,6,6,241,95,146,55,35,20
HARYANA,Assam,14088,5271,8817,3272,2611,661,108,76,32,117,75,42,4881,90,4791,192,128,64,4268,1632,2636,1250,659,591
